planet_name,host_star_name,star_number_per_system,discovery_method,year_of_discovery,discovery_facility,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_mass_earth_mass,orbital_eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,stellar_surf_grav,distance_parsec
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1.0,Microlensing,2020.0,OGLE,,1.0835,,6.391,,,,,,0.199,,788.5
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1.0,Microlensing,2021.0,OGLE,,2.72,,101.70509024,,,,,,0.25,,7060.0
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1.0,Microlensing,2019.0,OGLE,,1.92,,7.7775,,,,,,0.21866666666666668,,5840.0
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1.0,Microlensing,2020.0,OGLE,,0.675,,3.96,,,,,,0.12,,7580.0
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1.0,Microlensing,2019.0,OGLE,4310.0,3.2999999999999994,,1000.0,0.0,,G V,5912.0,,0.8866666666666667,4.5,4866.666666666667
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,1.0,Microlensing,2022.0,OGLE,,1.2966666666666666,,240.8433039711111,,,,,,0.1105,,5957.777777777777
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,1.0,Microlensing,2022.0,KMTNet,,1.75,,282.86728223,,,,,,0.72,,6620.0
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1.0,Microlensing,2021.0,OGLE,,3.59,,425.89006538,,,,,,0.54,,6500.0
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,1.0,Microlensing,2022.0,OGLE,,2.0,,6.4,,,,,,0.47,,6500.0
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1.0,Microlensing,2019.0,OGLE,,1.3,,570.0,,,,,,0.18,,7100.0
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1.0,Microlensing,2019.0,OGLE,,0.8,,890.0,,,,,,0.18,,7100.0
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,1.0,Microlensing,2022.0,OGLE,,3.766666666666667,,283.92671025333334,,,,,,0.48,,5740.0
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,1.0,Microlensing,2022.0,KMTNet,,3.4,,16.844905569999998,,,,,,0.69,,5696.666666666667
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1.0,Microlensing,2021.0,OGLE,,1.3399999999999999,,5.25,,,,,,0.23049999999999998,,6425.0
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,1.0,Microlensing,2022.0,KMTNet,,1.426,,62.294367772,,,,,,0.152,,1708.0
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1.0,Microlensing,2020.0,OGLE,,4.623333333333334,,223.33333333333334,,,,,,1.12,,2570.0
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,1.0,Microlensing,2022.0,KMTNet,,2.42,,306.1746987433333,,,,,,0.28,,5370.0
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1.0,Microlensing,2021.0,OGLE,,3.3,,240.0,,,,,,0.43,,6220.0
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,1.0,Microlensing,2022.0,KMTNet,,1.36,,308.29355479,,,,,,0.092,,7880.0
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2.0,Microlensing,2020.0,OGLE,,2.8,,1400.0,,,,,,0.42,,7600.0
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,1.0,Microlensing,2023.0,OGLE,,3.1593999999999998,,2251.305738144,,,,,,0.89975,,6476.0
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1.0,Microlensing,2021.0,OGLE,,2.8,,1976.89269154,,,,,,0.59,,5830.0
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,2.0,Microlensing,2021.0,OGLE,,1.23,,162.09248757,,,,,,0.27,,6980.0
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1.0,Microlensing,2022.0,OGLE,,2.6550000000000002,,1048.8337431,,,,,,0.435,,5775.0
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1.0,Microlensing,2022.0,OGLE,,3.29,,1055.19031124,,,G,,,0.92,,4400.0
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,1.0,Microlensing,2022.0,OGLE,,4.045,,3235.49318326,,,G,,,0.92,,4400.0
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,1.0,Microlensing,2023.0,OGLE,,6.99,,1061.54687938,,,,,,0.66,,5630.0
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1.0,Microlensing,2021.0,OGLE,,2.65,,4513.1633794,,,,,,0.8,,3630.0
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,1.0,Microlensing,2021.0,OGLE,,1.6675,,2.075,,,,,,0.47,,830.0
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,1.0,Microlensing,2021.0,KMTNet,,3.4,,2.48,,,,,,0.61,,6766.666666666667
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,1.0,Microlensing,2023.0,OGLE,,5.19,,555.24622703,,,,,,0.545,,6070.0
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,2.0,Microlensing,2022.0,OGLE,,3.15,,1048.8337431,,,,,,0.575,,5675.0
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,1.0,Microlensing,2022.0,OGLE,,2.7000000000000006,,37.1,,,,,,0.68,,5600.0
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,2.0,Microlensing,2024.0,OGLE,,3.7,,1385.73185452,,,,,,0.71,,5120.0
OGLE-TR-10 b,OGLE-TR-10,1.0,Transit,2004.0,OGLE,3.1013125714285716,0.04342,14.5641867425,222.4797714285714,0.2733333333333333,1702.0,,5972.5,1.1541666666666666,1.154,4.429333333333333,1344.97
OGLE-TR-111 b,OGLE-TR-111,1.0,Transit,2004.0,OGLE,4.01478232,0.04690714285714286,11.4029498,179.5730125,0.27,1026.5,K2 V,4985.25,0.8308,0.8186,4.508483333333333,1068.33
OGLE-TR-113 b,OGLE-TR-113,1.0,Transit,2004.0,OGLE,1.4324776636363636,0.022844285714285713,12.241766857142858,401.3714857142857,0.049999999999999996,1348.5,,4740.2,0.774,0.7718333333333334,4.454637777777778,566.459
OGLE-TR-132 b,OGLE-TR-132,1.0,Transit,2004.0,OGLE,1.6898345171428573,0.030372,13.833504428571429,434.0570571428571,0.6,2007.0,,6267.428571428572,1.342,1.29925,4.451,2012.6200000000001
OGLE-TR-182 b,OGLE-TR-182,1.0,Transit,2007.0,OGLE,3.9791000000000003,0.051699999999999996,15.206819999999999,332.6576333333333,0.135,1550.0,,5924.0,1.4000000000000001,1.1713333333333333,4.306,2501.75
OGLE-TR-211 b,OGLE-TR-211,1.0,Transit,2007.0,OGLE,3.67724,0.05103666666666667,14.511838666666668,260.6159666666667,0.29,1686.0,,6325.0,1.5866666666666667,1.318,4.195,1515.26
OGLE-TR-56 b,OGLE-TR-56,1.0,Transit,2002.0,OGLE,1.2119111044444444,0.022998333333333332,15.11233708,473.2099555555555,0.1675,2278.0,F8 V,6055.75,1.3031666666666666,1.2095,4.215833333333333,2164.25
OGLE2-TR-L9 b,OGLE2-TR-L9,1.0,Transit,2008.0,OGLE,2.4855335566666668,0.03722333333333333,18.147207666666663,1402.6697333333334,,2036.5,,6933.0,1.5106666666666666,1.4556666666666667,4.242333333333334,1627.63
Oph 11 b,Oph 11,1.0,Imaging,2006.0,Gemini Observatory,7300000.0,249.5,,5614.987108666667,,2291.5,M9,2375.0,,0.0335,4.25,
PDS 70 b,PDS 70,1.0,Imaging,2018.0,Paranal Observatory,43500.0,21.2,22.53009,1748.065,0.11,1202.0,K7,3972.0,1.26,0.76,,113.064
PDS 70 c,PDS 70,1.0,Imaging,2019.0,European Southern Observatory,,34.25,22.86636,1984.76692461,0.11,995.0,,3972.0,,,,113.064
PH1 b,PH1,4.0,Transit,2012.0,Kepler,138.317,0.652,6.18,169.0,0.0702,481.0,F,6407.0,1.734,1.528,4.14,1033.16
PH2 b,PH2,1.0,Transit,2013.0,Kepler,282.525419493,0.8354175,9.996834629090909,8540.764994506668,0.12928571428571428,293.01666666666665,G3,5791.466666666666,0.9471856666666666,0.9884285714285713,4.45475,343.863
POTS-1 b,POTS-1,1.0,Transit,2013.0,La Silla Observatory,3.1606296,0.03734,10.548,734.16,,,K5 V,4400.0,0.588,0.695,4.63,747.959
PSR B0329+54 b,PSR B0329+54,1.0,Pulsar Timing,2017.0,Multiple Facilities,10140.0,10.26,,1.97,0.236,,,,,1.44,,
PSR B1257+12 b,PSR B1257+12,1.0,Pulsar Timing,1994.0,Arecibo Observatory,25.301000000000002,0.19,,0.0175,0.0,,,,,1.4,,600.0
PSR B1257+12 c,PSR B1257+12,1.0,Pulsar Timing,1992.0,Arecibo Observatory,66.54696666666666,0.36000000000000004,,3.6999999999999997,0.0196,,,,,1.4,,600.0
PSR B1257+12 d,PSR B1257+12,1.0,Pulsar Timing,1992.0,Arecibo Observatory,98.2228,0.4666666666666666,,3.1666666666666665,0.0232,,,,,1.4,,600.0
PSR B1620-26 b,PSR B1620-26,2.0,Pulsar Timing,2003.0,Hubble Space Telescope,,23.0,,794.575,,,,,,1.35,,
PSR J1719-1438 b,PSR J1719-1438,1.0,Pulsar Timing,2011.0,Parkes Observatory,0.090706293,0.0044,,382.8,0.06,,,4500.0,,1.4,,1200.0
PSR J2322-2650 b,PSR J2322-2650,1.0,Pulsar Timing,2017.0,Parkes Observatory,0.322963997,0.0102,,252.643067,0.0017,,,,,1.4,,230.0
PZ Tel b,PZ Tel,1.0,Imaging,2023.0,W. M. Keck Observatory,44000.0,27.0,,8581.366989,0.52,,G9 IV,,,1.36,,47.0648
Pr0201 b,Pr0201,1.0,Radial Velocity,2012.0,Fred Lawrence Whipple Observatory,4.4264,0.06,,171.6282,0.0,,,6174.0,1.1585,1.237,4.41,180.64
Pr0211 b,Pr0211,2.0,Radial Velocity,2012.0,Fred Lawrence Whipple Observatory,2.1456,0.03176,,591.79946,0.0055,,,5313.0,0.8474999999999999,0.9435,4.51,182.714
Pr0211 c,Pr0211,2.0,Radial Velocity,2016.0,Roque de los Muchachos Observatory,4850.0,5.5,,2475.8957,0.71,,,5300.0,0.827,0.935,4.51,182.714
Proxima Cen b,Proxima Cen,3.0,Radial Velocity,2016.0,European Southern Observatory,11.18559,0.048385,,1.09875,0.09,222.66666666666666,M5.5 V,2950.0,0.14425,0.1214,,1.30119
Proxima Cen d,Proxima Cen,3.0,Radial Velocity,2025.0,La Silla Observatory,5.12269,0.02883,,0.26,0.02,282.0,M5.5 V,2900.0,0.141,0.1221,,1.30119
Qatar-1 b,Qatar-1,1.0,Transit,2010.0,Qatar,1.420025326714286,0.023307142857142856,13.010407,402.74113166666666,0.003,1398.3333333333333,,4914.916666666667,0.8002857142857144,0.847,4.554497142857143,185.615
Qatar-10 b,Qatar-10,1.0,Transit,2019.0,Qatar,1.6453233,0.0286,17.295487,233.92288,0.0,1955.0,F7 V,6124.0,1.254,1.156,4.303,559.068
Qatar-2 b,Qatar-2,1.0,Transit,2011.0,Qatar,1.3371074434615384,0.021502,12.810495857142858,795.642376,0.0021999999999999997,1307.0,,4603.666666666667,0.7218833333333333,0.739,4.566968571428571,181.374
Qatar-3 b,Qatar-3,1.0,Transit,2017.0,Qatar,2.5079028475,0.03783,12.285064,1369.8473,0.0,1681.0,G0 V,6073.796666666666,1.42375,1.145,4.203636666666666,735.601
Qatar-4 b,Qatar-4,1.0,Transit,2017.0,Qatar,1.805364346,0.02803,12.722215,1938.763,0.0,1385.0,K1 V,5183.75,0.8489999999999999,0.896,4.5345725,329.036
Qatar-5 b,Qatar-5,1.0,Transit,2017.0,Qatar,2.879287974,0.04127,12.408363,1373.0256,0.0,1415.0,G2 V,5706.0,1.076,1.128,4.4051149999999994,367.658
Qatar-6 b,Qatar-6,2.0,Transit,2017.0,Qatar,3.5061966666666664,0.043649999999999994,12.475605765000001,214.69362099,0.0255,1006.0,K2 V,5057.5,0.7535000000000001,0.8254999999999999,4.598,100.848
Qatar-7 b,Qatar-7,1.0,Transit,2019.0,Qatar,2.0320461066666664,0.0352,19.0553,597.5204,0.0,2053.0,F4 V,6387.0,1.564,1.409,4.196,705.9810000000001
Qatar-8 b,Qatar-8,1.0,Transit,2019.0,Qatar,3.714721325,0.0474,14.403565,117.91493,0.0,1457.0,G0 V,5753.0,1.3180833333333333,1.0326666666666666,4.213053333333334,281.498
Qatar-9 b,Qatar-9,1.0,Transit,2019.0,Qatar,1.5407604866666667,0.0234,11.309881,378.2177,0.0,1134.0,K5 V,4309.0,0.696,0.719,4.61,213.771
ROXs 12 b,ROXs 12,2.0,Imaging,2013.0,W. M. Keck Observatory,,212.0,,5085.0,0.83,,M0,3698.5,1.06627,0.677,4.06718,136.65
ROXs 42 B b,ROXs 42 B,2.0,Imaging,2013.0,Multiple Observatories,,149.0,,3098.55,0.58,2087.5,M0,3433.0,1.33658,1.0,,143.59
RR Cae b,RR Cae,2.0,Eclipse Timing Variations,2012.0,Leoncito Astronomical Complex,4343.5,5.3,,1334.886,0.0,,M,,,0.44,,21.1916
Ross 128 b,Ross 128,1.0,Radial Velocity,2017.0,La Silla Observatory,9.8658,0.0496,,1.4,0.116,301.0,M4,3192.0,0.1967,0.168,,3.37454
Ross 176 b,Ross 176,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),5.0066338,0.0464,1.84,4.57,0.25,682.0,K7 V,4041.0,0.569,0.577,5.07,46.4488
Ross 458 c,Ross 458,2.0,Imaging,2010.0,Las Campanas Observatory,,1100.0,14.01125,1906.98,,,,,,,,11.5094
Ross 508 b,Ross 508,1.0,Radial Velocity,2022.0,Subaru Telescope,10.77,0.05366,,4.0,0.33,,M4.5 V,3071.0,0.2113,0.1774,5.039,11.2103
SPECULOOS-3 b,SPECULOOS-3,1.0,Transit,2024.0,SPECULOOS Southern Observatory,0.71912603,0.00733,0.977,,,553.0,M6.5+/-0.5,2800.0,0.123,0.1009,5.265,
SR 12 AB c,SR 12 AB,2.0,Imaging,2010.0,Infrared Survey Facility,,,,4131.62,,,,,,,,
SWEEPS-11 b,SWEEPS-11,1.0,Transit,2006.0,Hubble Space Telescope,1.796,0.03,12.666,3082.82,,,,,1.45,1.1,,
SWEEPS-4 b,SWEEPS-4,1.0,Transit,2006.0,Hubble Space Telescope,4.2,0.055,9.079,1207.7,,,,,1.18,1.24,,
TAP 26 b,TAP 26,1.0,Radial Velocity,2017.0,Multiple Facilities,10.79,0.0968,,527.5978,,,,4620.0,1.17,1.04,4.5,121.402
TCP J05074264+2447555 b,TCP J05074264+2447555,1.0,Microlensing,2018.0,Multiple Observatories,,0.6799999999999999,,14.35,,,,,,0.39525,,423.5
TIC 139270665 b,TIC 139270665,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),23.624,0.163,7.22979255,147.15455244,0.105,703.0,G2,5844.0,1.016,1.035,4.439,189.875
TIC 139270665 c,TIC 139270665,1.0,Radial Velocity,2024.0,Lick Observatory,1010.0,2.0,,1554.18091023,0.566,200.0,G2,5844.0,1.016,1.035,4.439,189.875
TIC 172900988 b,TIC 172900988 Aa,2.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),189.67557142857143,0.8693057142857142,11.235,843.3534247571428,0.06721428571428571,,F9,6050.0,1.3843000000000003,1.2384014285714284,4.248550000000001,250.956
TIC 237913194 b,TIC 237913194,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),15.168865,0.1207,12.520453,617.22586,0.575,974.0,G3,5788.0,1.088,1.026,4.376,306.063
TIC 241249530 b,TIC 241249530,2.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),165.7719,0.641,13.29385111,1582.78546686,0.9412,,,6166.0,1.397,1.271,4.23,324.448
TIC 257060897 b,TIC 257060897,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),3.6600324633333337,0.05011,16.98160576,207.224121365,0.033,1768.5,F,5993.0,1.8343333333333334,1.2756666666666667,3.972,505.703
TIC 279401253 b,TIC 279401253,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),76.8,0.369,11.2089807,1951.46641898,0.448,,,5951.0,1.06,1.13,4.438,285.584
TIC 279401253 c,TIC 279401253,1.0,Transit,2023.0,Multiple Observatories,155.3,0.591,,2548.98382414,0.254,,,5951.0,1.06,1.13,4.438,285.584
TIC 365102760 b,TIC 365102760,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),4.21285367,0.0622,6.21,19.2,0.406,,,4900.0,3.13,1.17,3.52,555.546
TIC 393818343 b,TIC 393818343,2.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),16.24921,0.1291,12.18416202,1379.37528638,0.6058,805.5,G0,5756.0,1.086,1.082,4.402,93.7345
TIC 434398831 b,TIC 434398831,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),3.685504,0.04641,3.51,,0.04,1250.0,G4 V,5638.0,0.909,0.992,4.42,217.011
TIC 434398831 c,TIC 434398831,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),6.210291,0.06572,5.63,,0.013,1050.0,G4 V,5638.0,0.909,0.992,4.42,217.011
TIC 46432937 b,TIC 46432937,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.44044527,0.02065,13.31626907,1017.0509024,0.009,872.0,,3572.0,0.5299,0.563,4.74,90.5369
TIC 4672985 b,TIC 4672985,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),69.048,0.33,11.5004142,4049.13390518,0.018,517.2,,5757.0,1.15,1.01,4.32,253.385
TIC 88785435 b,TIC 88785435,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),10.508843,0.08432,5.03,,0.131,635.0,K7 V,3998.0,0.911,0.724,4.19,122.386
TOI-1011 b,TOI-1011,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),2.470498,,1.45,4.04,0.0,,,5475.0,0.92,0.91,4.5,52.62
TOI-1052 b,TOI-1052,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),9.139703,0.09103,2.87,16.9,0.18,1135.0,,6146.0,1.264,1.204,4.3,129.804
TOI-1052 c,TOI-1052,1.0,Radial Velocity,2023.0,Multiple Observatories,35.806,0.2263,,34.3,0.237,719.0,,6146.0,1.264,1.204,4.3,129.804
TOI-1062 b,TOI-1062,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),4.11296,0.052,2.265,10.15,0.177,1077.0,G9 V,5328.0,0.84,0.94,4.55,82.1733
TOI-1062 c,TOI-1062,1.0,Radial Velocity,2021.0,La Silla Observatory,7.972,0.08,,9.78,0.14,859.0,G9 V,5328.0,0.84,0.94,4.55,82.1733
TOI-1064 b,TOI-1064,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),6.443868,0.06152,2.587,13.5,0.047,784.0,,4734.0,0.726,0.748,4.6,68.0726
TOI-1064 c,TOI-1064,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),12.226574,0.09429,2.651,2.5,0.088,634.0,,4734.0,0.726,0.748,4.6,68.0726
TOI-1075 b,TOI-1075,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),0.6047328,0.011695,1.7555,9.95,0.0,1329.5,K9 V/M0 V,3898.0,0.5805,0.602,4.69,61.4592
TOI-1107 b,TOI-1107,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),4.0782387,0.0561,14.57167491,1064.72516345,0.025,1728.0,F6 V,6311.0,1.81,1.35,4.05,281.314
TOI-1117 b,TOI-1117,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),2.22816,0.033,2.46,8.9,0.0,1538.0,G5 V,5635.0,1.05,0.97,4.41,167.598
TOI-1117 c,TOI-1117,1.0,Radial Velocity,2025.0,La Silla Observatory,4.579,0.0534,,8.78,0.0,1210.0,G5 V,5635.0,1.05,0.97,4.41,167.598
TOI-1117 d,TOI-1117,1.0,Radial Velocity,2025.0,La Silla Observatory,8.665,0.0817,,10.71,0.0,978.0,G5 V,5635.0,1.05,0.97,4.41,167.598
TOI-1130 b,TOI-1130,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),4.0731355,0.04460333333333333,3.6233333333333335,19.54,0.1365655,755.7233333333334,K7,4302.5,0.6915,0.70625,4.592499999999999,58.2609
TOI-1130 c,TOI-1130,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),8.35020624,0.07199666666666667,14.9867427625,319.88749369749996,0.0453,594.9,K7,4292.0,0.6906000000000001,0.7018000000000001,4.593999999999999,58.26090000000001
TOI-1135 b,TOI-1135,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),8.027729149999999,0.0821687015,9.180425,51.42,0.0,1136.5900000000001,G0,6042.35,1.1549999999999998,1.1405195,4.47,114.048
TOI-1136 b,TOI-1136,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),4.1727533333333335,0.05123,1.9,17.25,0.01933333333333333,1216.0,,5781.666666666667,0.9644333333333334,1.0281333333333333,4.477333333333333,84.5362
TOI-1136 c,TOI-1136,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),6.257183333333333,0.06695000000000001,2.824241385,6.96,0.07566666666666667,1013.6949999999999,,5781.666666666667,0.9644333333333334,1.0281333333333333,4.477333333333333,84.5362
TOI-1136 d,TOI-1136,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),12.519293333333332,0.1066,4.624077115,10.325,0.019333333333333334,804.605,,5781.666666666667,0.9644333333333334,1.0281333333333333,4.477333333333333,84.5362
TOI-1136 e,TOI-1136,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),18.802376666666664,0.14,2.5923350999999997,15.035,0.03316666666666667,703.0550000000001,,5781.666666666667,0.9644333333333334,1.0281333333333333,4.477333333333333,84.5362
TOI-1136 f,TOI-1136,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),26.318340666666668,0.1745,3.80795741,20.85,0.004333333333333334,628.0550000000001,,5781.666666666667,0.9644333333333334,1.0281333333333333,4.477333333333333,84.5362
TOI-1136 g,TOI-1136,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),39.5408,0.2295,2.53,8.899999999999999,0.025333333333333333,574.0,,5781.666666666667,0.9644333333333334,1.0281333333333333,4.477333333333333,84.5362
TOI-1173 b,TOI-1173,2.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),7.06461,0.0703,9.10470549,27.85,0.0115,868.475,G9,5382.5,0.93505,0.9279999999999999,4.459,132.353
TOI-1174 b,TOI-1174,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),8.9534728415,0.07997,2.5342327,32.0,0.0,713.83,,5094.0,0.76,0.84625,4.573,94.6375
TOI-1180 b,TOI-1180,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),9.686756689,0.0813995,3.054087145,10.0,0.0,638.18,,4771.0,0.7362500000000001,0.76475,4.587,72.0238
TOI-1181 b,TOI-1181,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),2.1031925499999997,0.0364,15.931585329999999,375.58573737,0.0055,1942.12,F9 IV,6030.0,1.9466,1.46235,3.982666666666667,302.819
TOI-1184 b,TOI-1184,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),5.7484329015,0.0560135,2.399871545,6.8,0.0,715.47,,4575.5,0.6936,0.71855,4.612,58.5946
TOI-1194 b,TOI-1194,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),2.3106443,0.034140000000000004,8.65696668,132.464876795,0.038,1327.645,,5420.0,0.9619,0.99525,4.468,149.667
TOI-1199 b,TOI-1199,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),3.671463,0.04988,10.5140239,75.96098927,0.03,1486.0,,5710.0,1.45,1.23,4.19,248.427
TOI-1201 b,TOI-1201,2.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),2.49197945,0.0287,2.415,6.28,0.0,703.0,M2.0 V,3476.0,0.508,0.512,4.8,37.8871
TOI-1203 b,TOI-1203,1.0,Radial Velocity,2025.0,La Silla Observatory,4.1572888,0.04869,1.52,3.51,0.067,1361.2,G3 V,5737.0,1.179,0.886,4.34,64.9943
TOI-1203 c,TOI-1203,1.0,Radial Velocity,2025.0,La Silla Observatory,13.0766,,,5.46,0.092,,G3 V,5737.0,1.179,0.886,4.34,64.9943
TOI-1203 d,TOI-1203,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),25.502672,0.1632,2.918,7.39,0.032,743.6,G3 V,5737.0,1.179,0.886,4.34,64.9943
TOI-1203 e,TOI-1203,1.0,Radial Velocity,2025.0,La Silla Observatory,204.59,,,42.1,0.152,,G3 V,5737.0,1.179,0.886,4.34,64.9943
TOI-122 b,TOI-122,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),5.078029750000001,0.0392,2.72,,0.0,471.0,M3 V,3403.0,0.334,0.312,4.88,62.118
TOI-1221 b,TOI-1221,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),91.68278,0.387,2.91,1112.3994245,0.21,440.0,,5592.0,1.031,0.93,4.38,138.411
TOI-1224 b,TOI-1224,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),4.1782745,0.0355,2.104,,,541.0,,3326.0,0.404,0.4,,37.3312
TOI-1224 c,TOI-1224,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),17.945466,,2.884,,0.0,,,3326.0,0.404,0.4,,37.3312
TOI-1227 b,TOI-1227,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),27.36397,0.0886,9.57246952,,,,M4.5V-M5V,3072.0,0.56,0.17,,100.641
TOI-1231 b,TOI-1231,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),24.245586,0.1288,3.65,15.4,0.087,329.6,M3 V,3553.0,0.476,0.485,4.767,27.6227
TOI-1235 b,TOI-1235,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),3.4447225,0.038355,1.7073333333333334,6.5,0.0995,764.5,M0.5 V,3934.5,0.6245,0.635,4.643,39.6345
TOI-1238 b,TOI-1238,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),0.764597,0.0139,1.21,3.76,0.25,1133.0,K7/M0,4089.0,0.58,0.59,4.63,70.7145
TOI-1238 c,TOI-1238,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),3.294736,0.037,2.11,8.32,0.15,695.0,K7/M0,4089.0,0.58,0.59,4.63,70.7145
TOI-1244 b,TOI-1244,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),6.400308241499999,0.060847,2.421557195,6.6,0.0,714.86,,4660.5,0.72205,0.7414000000000001,4.595,102.551
TOI-1246 b,TOI-1246,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),4.30744,0.049,3.01,8.1,,955.0,K V,5151.0,0.86,0.87,4.4,169.422
TOI-1246 c,TOI-1246,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),5.9041405000000005,0.061,2.48054923,8.95,0.0,861.245,K V,5182.0,0.8624499999999999,0.8794500000000001,4.455,169.422
